name,num_model_params,memory_available_gb,logical_cpu_count,gen_settings(s),calibrate_settings(s),compile_circuit(s),get_srs(s),gen_witness(s),setup(s),prove(s),verify(s),mean_cpu,max_cpu,mean_cpu_mem_gb,max_cpu_mem_gb
mnist_classifier,44426,7.603870391845703,20,0.4841771125793457,34.866894483566284,0.140031099319458,0.06008481979370117,0.5779130458831787,109.23237633705139,74.00445294380188,0.12009859085083008,24.3105,33.7,3.6554,4.6034
