op_count_g,time_aware_group_id,num_ops,first_op_idx,last_op_idx,group_time_s,group_peak_memory_gb_est_sum,group_peak_memory_gb_est_max,job_names
2,30,2,73,74,129.6159595400095,23.088485717773438,14.169975280761719,mobilenet_v2_sub_model_73;mobilenet_v2_sub_model_74
2,31,5,75,79,110.39107289724052,46.833377838134766,10.26553726196289,mobilenet_v2_sub_model_75;mobilenet_v2_sub_model_76;mobilenet_v2_sub_model_77;mobilenet_v2_sub_model_78;mobilenet_v2_sub_model_79
2,32,4,80,83,61.78083222359419,36.78306198120117,9.853893280029297,mobilenet_v2_sub_model_80;mobilenet_v2_sub_model_81;mobilenet_v2_sub_model_82;mobilenet_v2_sub_model_83
2,33,1,84,84,0.9892802238464355,8.980293273925781,8.980293273925781,mobilenet_v2_sub_model_84
2,34,1,85,85,61.87642171792686,9.980705261230469,9.980705261230469,mobilenet_v2_sub_model_85
2,35,1,86,86,4.387189427390695,8.983165740966797,8.983165740966797,mobilenet_v2_sub_model_86
2,36,1,87,87,23.50031203776598,8.983158111572266,8.983158111572266,mobilenet_v2_sub_model_87
2,37,1,88,88,18.08346688374877,9.421977996826172,9.421977996826172,mobilenet_v2_sub_model_88
2,38,1,89,89,27.198571195825934,10.320308685302734,10.320308685302734,mobilenet_v2_sub_model_89
2,39,1,90,90,0.9461409207433462,9.006839752197266,9.006839752197266,mobilenet_v2_sub_model_90
2,40,1,91,91,61.06775305792689,9.882652282714844,9.882652282714844,mobilenet_v2_sub_model_91
2,41,1,92,92,4.552067846059799,9.023517608642578,9.023517608642578,mobilenet_v2_sub_model_92
2,42,1,93,93,23.122737396508455,9.022407531738281,9.022407531738281,mobilenet_v2_sub_model_93
2,43,1,94,94,6.505746062844992,9.022457122802734,9.022457122802734,mobilenet_v2_sub_model_94
2,44,1,95,95,55.725214160978794,13.835941314697266,13.835941314697266,mobilenet_v2_sub_model_95
2,45,1,96,96,262.3798919506371,45.26755905151367,45.26755905151367,mobilenet_v2_sub_model_96
2,46,1,97,97,7.882398772984743,9.01287841796875,9.01287841796875,mobilenet_v2_sub_model_97
2,47,1,98,98,3.3221598397940397,9.014320373535156,9.014320373535156,mobilenet_v2_sub_model_98
2,48,1,99,99,0.6216981168836355,0.0,0.0,mobilenet_v2_sub_model_99
2,49,1,100,100,19.565802266821265,10.355049133300781,10.355049133300781,mobilenet_v2_sub_model_100
4,1,1,1,1,399.67422194220126,23.711090087890625,23.711090087890625,mobilenet_v2_sub_model_1
4,2,2,2,3,213.4616881031543,18.943252563476562,13.235649108886719,mobilenet_v2_sub_model_2;mobilenet_v2_sub_model_3
4,3,2,4,5,170.0351065080613,13.942665100097656,7.729244232177734,mobilenet_v2_sub_model_4;mobilenet_v2_sub_model_5
4,4,2,8,9,170.77492527477443,27.95041275024414,15.285148620605469,mobilenet_v2_sub_model_8;mobilenet_v2_sub_model_9
4,5,1,10,10,123.8800199907273,13.934524536132812,13.934524536132812,mobilenet_v2_sub_model_10
4,6,1,11,11,454.98756063356996,25.070873260498047,25.070873260498047,mobilenet_v2_sub_model_11
4,7,2,12,13,347.4618663787842,36.94364929199219,26.27075958251953,mobilenet_v2_sub_model_12;mobilenet_v2_sub_model_13
4,8,3,14,16,215.06194960325956,43.51925277709961,24.565471649169922,mobilenet_v2_sub_model_14;mobilenet_v2_sub_model_15;mobilenet_v2_sub_model_16
4,9,1,17,17,447.1619139481336,24.447032928466797,24.447032928466797,mobilenet_v2_sub_model_17
4,10,4,18,21,170.04418152943254,37.71348190307617,10.699748992919922,mobilenet_v2_sub_model_18;mobilenet_v2_sub_model_19;mobilenet_v2_sub_model_20;mobilenet_v2_sub_model_21
4,11,4,22,25,207.87799381650984,36.089149475097656,9.93880844116211,mobilenet_v2_sub_model_22;mobilenet_v2_sub_model_23;mobilenet_v2_sub_model_24;mobilenet_v2_sub_model_25
4,12,5,26,30,234.02621206082404,45.15519714355469,9.4967041015625,mobilenet_v2_sub_model_26;mobilenet_v2_sub_model_27;mobilenet_v2_sub_model_28;mobilenet_v2_sub_model_29;mobilenet_v2_sub_model_30
