model,raw_model,group_size,job_label,job_time_s,proof_time_s,witness_time_s,memory_gb,report_path
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_58,7.068263690918684,6.555054293945432,0.5132093969732523,8.758968353271484,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_59,34.84716587327421,34.48267591185868,0.3644899614155292,8.761878967285156,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_60,7.050842367112637,6.533389950171113,0.5174524169415236,8.762687683105469,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_61,32.99217789247632,32.72843170724809,0.2637461852282285,9.672008514404297,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_62,127.26256000436842,126.82690638676286,0.435653617605567,13.578521728515623,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_63,7.6621742974966764,6.899790447205305,0.7623838502913713,8.765220642089844,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_64,52.32869385369122,51.79930121451616,0.5293926391750574,9.26348114013672,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_65,7.542243257164955,6.795681932941079,0.746561324223876,8.854976654052734,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_66,50.71583684720099,50.37080992013216,0.3450269270688295,14.103885650634766,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_67,1.6459735464304686,1.520828027278185,0.1251455191522836,8.849857330322266,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_68,128.4764352813363,128.0987832546234,0.3776520267128944,14.161128997802734,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_69,7.61440584436059,6.8486547768116,0.7657510675489902,8.84912109375,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_70,53.23435864411295,52.71044840663672,0.5239102374762297,9.348857879638672,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_71,7.650494758039713,6.889147870242596,0.7613468877971172,8.921031951904297,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_72,51.111064746975906,50.7561072614044,0.3549574855715036,14.295421600341797,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_73,1.6401654053479433,1.5202851723879576,0.1198802329599857,8.918510437011719,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_74,127.97579413466156,127.52151164226234,0.4542824923992157,14.16997528076172,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_75,7.52279869094491,6.771587412804365,0.7512112781405449,8.918876647949219,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_76,16.370172953233123,16.061108198016882,0.3090647552162409,8.918750762939453,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_77,4.155248619616032,3.935095299035311,0.2201533205807209,8.919273376464844,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_78,22.15017115138471,22.01644318923354,0.1337279621511697,9.81093978881836,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_79,60.192681482061744,59.98525898344815,0.2074224986135959,10.26553726196289,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_80,4.472468681633472,4.126957131549716,0.3455115500837564,8.971126556396484,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_81,23.207238797098398,22.961867980659008,0.2453708164393901,8.979137420654297,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_82,6.600079471245408,6.247592316940427,0.3524871543049812,8.978904724121094,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_83,27.50104527361691,27.316461980342865,0.184583293274045,9.853893280029297,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_84,0.9892802238464355,0.9267659559845924,0.0625142678618431,8.980293273925781,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_85,61.87642171792686,61.64652610383928,0.2298956140875816,9.980705261230469,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_86,4.387189427390695,4.0473385360091925,0.3398508913815021,8.983165740966797,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_87,23.500312037765983,23.254629408940676,0.2456826288253069,8.983158111572266,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_88,18.08346688374877,17.743100633844733,0.3403662499040365,9.421977996826172,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_89,27.19857119582593,27.00571536645293,0.192855829373002,10.320308685302734,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_90,0.9461409207433462,0.8845155294984579,0.0616253912448883,9.006839752197266,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_91,61.06775305792689,60.82992355898023,0.2378294989466667,9.882652282714844,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_92,4.552067846059799,4.202103776857257,0.3499640692025423,9.023517608642578,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_93,23.122737396508455,22.877083525061607,0.2456538714468479,9.02240753173828,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_94,6.505746062844992,6.158818621188402,0.3469274416565895,9.022457122802734,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_95,55.725214160978794,55.48955942504108,0.2356547359377145,13.835941314697266,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_96,262.3798919506371,261.8080588039011,0.5718331467360258,45.26755905151367,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_97,7.882398772984743,7.059836708009243,0.8225620649755001,9.01287841796875,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_98,3.3221598397940397,3.074948312714696,0.2472115270793438,9.014320373535156,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_99,0.6216981168836355,0.6032665893435478,0.0184315275400877,0.0,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
MobileNetV2,mobilenet_v2,1,mobilenet_v2_sub_model_100,19.565802266821265,19.159146113321185,0.4066561535000801,10.35504913330078,/home/pw/projects/zkinfer/results/no-cache/1_worker/group-size-1/mobilenet_v2/reports/job_report.csv
