op_count_g,time_aware_group_id,start_op,end_op,num_ops,sum_g1_time_s,pred_group_time_s,pred_group_peak_mem_gb
1,88,88,88,1,3.645585983991623,5.484918662179526,2.8291059419539715
1,89,89,89,1,2.6638692570850253,5.469206609591442,2.829161526806651
1,90,90,90,1,3.9339325230102986,5.489533553482161,2.8292749022601327
1,91,91,91,1,3.64766943489667,5.484952007124445,2.8292788726067526
1,92,92,92,1,2.40806490695104,5.46511254529427,2.829279313756377
1,93,93,93,1,3.7522569658467546,5.486625896079687,2.829446950613665
1,94,94,94,1,4.916195433004759,5.505254347550515,2.8294487152121626
1,95,95,95,1,33.8081999089336,5.967661354846142,2.9071192826899077
1,96,96,96,1,2.808647172059864,5.471523732394112,2.8328424792729945
1,97,97,97,1,2.5835390279535204,5.4679209507553095,2.832787776719564
1,98,98,98,1,2.6842674650251865,5.46953307618519,2.832819098342899
1,99,99,99,1,2.7055877239909023,5.469874299901645,2.8328746831955787
1,100,100,100,1,2.7186653069220483,5.470083602305391,2.8328746831955787
1,101,101,101,1,2.6173785309074447,5.4684625408447864,2.832909975165534
1,102,102,102,1,2.6511387029895563,5.4690028612698125,2.8329201216068967
1,103,103,103,1,26.513343127910048,5.8509095768387125,2.833382005263687
1,104,104,104,1,4.178678779047914,5.493450636628658,2.8334331786201226
1,105,105,105,1,3.1891842090990394,5.477614102226674,2.8334331786201226
1,106,106,106,1,30.484129125019535,5.9144606977401555,3.1349448301382044
1,107,107,107,1,14.01516004698351,5.650880276694481,2.8591416141341006
1,108,108,108,1,2.57807661802508,5.467833526685106,2.8591416141341006
1,109,109,109,1,2.578487757127732,5.46784010683091,2.8591424964333494
1,110,110,110,1,13.514446527115068,5.642866521870798,2.8592033750815222
1,111,111,111,1,2.8354829631280154,5.4719532303836536,2.8591455844807205
1,112,112,112,1,3.5672028629342094,5.483664166166248,2.8599458298994582
1,113,113,113,1,2.7106456579640508,5.469955250467521,2.8600009736025136
1,114,114,114,1,3.821899797068909,5.487740506635416,2.8600058262483823
1,115,115,115,1,3.5909660160541534,5.484044487598334,2.860007149697256
1,116,116,116,1,2.5048271969426423,5.466661193847587,2.8600128846423734
1,117,117,117,1,4.021477971109562,5.490934689519354,2.907669396271587
1,118,118,118,1,5.186681875027716,5.509583393888373,2.870625621157573
1,119,119,119,1,44.024808370973915,6.131174805343466,2.9699134025322222
1,120,120,120,1,4.106703027966432,5.492298688459635,2.863007408293085
1,121,121,121,1,4.19748649909161,5.493751647987932,2.8630135843878275
1,122,122,122,1,4.329088686848991,5.495857897619907,2.865046401857256
1,123,123,123,1,4.212174765998498,5.493986728857743,2.865054342550496
1,124,124,124,1,3.118596550892107,5.476484370026519,2.8650547837001206
1,125,125,125,1,4.305410863948055,5.495478941869848,2.8652806523078347
1,126,126,126,1,4.482562132063322,5.498314189517552,2.865838265433129
1,127,127,127,1,3.003371578990482,5.4746402323355134,2.8658395888820025
1,128,128,128,1,4.427790325134993,5.4974375848033645,2.866066339788966
1,129,129,129,1,21.624864713056013,5.772671091311507,2.9832418561354865
1,130,130,130,1,2.823966094991192,5.471768906705696,2.8704959231679874
1,131,131,131,1,3.6715406859293584,5.485334058627989,2.8706150335665868
1,132,132,132,1,2.7160412670345977,5.470041605412016,2.8706701772696417
1,133,133,133,1,3.81355022394564,5.487606874470042,2.8706701772696417
1,134,134,134,1,3.5155191799858585,5.482836985858351,2.8706759122147596
1,135,135,135,1,2.5134041159180924,5.46679846460838,2.8706759122147596
1,136,136,136,1,3.7832962390966713,5.487122669415856,2.8706759122147596
1,137,137,137,1,5.046499015996233,5.507339813441301,2.870676353364384
1,138,138,138,1,34.12094343802892,5.972666711932409,2.919981441140137
1,139,139,139,1,2.787323144963011,5.4711824483699605,2.8712498478761583
1,140,140,140,1,2.787788587040268,5.471189897616973,2.871196468771601
1,141,141,141,1,2.615501667954959,5.468432502271946,2.871196468771601
1,142,142,142,1,2.706083338940516,5.469882232055532,2.871196468771601
1,143,143,143,1,2.610038924962282,5.468345072871159,2.8712057329137144
1,144,144,144,1,2.643746856017969,5.468884557195778,2.871220290851321
1,145,145,145,1,2.6252658879384403,5.468588775393975,2.871220290851321
1,146,146,146,1,26.945987705141306,5.857833910674631,2.872573296749484
1,147,147,147,1,4.1901026100385925,5.493633471277762,2.870251085126422
1,148,148,148,1,3.158897413057275,5.477129372040165,2.870251967425671
1,149,149,149,1,30.33025460899808,5.911997986836458,3.1514111810201237
1,150,150,150,1,13.605125774047337,5.644317813325245,2.872612117916435
1,151,151,151,1,2.67547345685307,5.469392330983369,2.872612117916435
1,152,152,152,1,2.6841855429811403,5.469531765049881,2.8735155923472924
1,153,153,153,1,13.620637079933658,5.6445660666626045,2.8735177980954143
1,154,154,154,1,2.7674202059861273,5.470863908392703,2.8734123633351727
1,155,155,155,1,3.739606763003394,5.486423433753359,2.873414569083295
1,156,156,156,1,2.782005532993935,5.471097341743364,2.87346971278635
1,157,157,157,1,3.8512401760090134,5.488210089728202,2.8734714773848484
1,158,158,158,1,3.8173874919302757,5.487668288679168,2.8734714773848484
1,159,159,159,1,2.5384101920062676,5.467198678612839,2.8734714773848484
1,160,160,160,1,3.8024516029981896,5.487429244700473,2.8736973459925625
1,161,161,161,1,5.003480701008812,5.506651319491053,2.873697787142187
1,162,162,162,1,42.639389411895536,6.109001631611204,2.9819801682095823
1,163,163,163,1,4.184357329970226,5.493541519964217,2.87790900145711
1,164,164,164,1,4.252019772073254,5.494624435044936,2.87790900145711
1,165,165,165,1,4.290053559001535,5.4952331532667635,2.87790900145711
1,166,166,166,1,4.124790961970575,5.492588179880626,2.87790900145711
1,167,167,167,1,3.0537604059791192,5.475446688900629,2.87790900145711
1,168,168,168,1,4.255579284043051,5.494681403860608,2.877970321254907
1,169,169,169,1,4.431870656087995,5.497502889155173,2.8781114891347284
1,170,170,170,1,3.014590869890526,5.474819793387894,2.8781114891347284
1,171,171,171,1,4.437968026963063,5.497600475566011,2.8781114891347284
1,172,172,172,1,21.236701518064365,5.766458667334903,2.995923143239694
1,173,173,173,1,2.7465446098940447,5.470529801358956,2.8831763279729463
1,174,174,174,1,3.896288309013471,5.488931070246678,2.8831763279729463
1,175,175,175,1,2.7322101399768144,5.470300382893335,2.8833444059798587
1,176,176,176,1,3.8243458659853786,5.487779655162069,2.883449399590476
1,177,177,177,1,3.7050299510592595,5.48587004327655,2.883449399590476
1,178,178,178,1,2.5460291580529884,5.4673206176528,2.883449399590476
1,179,179,179,1,3.786691376008093,5.487177007462906,2.8834502818897247
1,180,180,180,1,5.093868067022413,5.508097939487616,2.883450723039349
1,181,181,181,1,13.758922985987738,5.646779287002609,2.8834511641889735
2,1,1,3,3,14.392871713964269,19.39759176378439,3.046666994093559
2,2,4,7,4,15.120313823106699,26.27956740312447,3.4460752475200227
2,3,8,8,1,5.274641711032018,5.510991162067381,2.5476357178742868
2,4,9,9,1,34.799867353984155,5.983532665397834,2.7791175134099575
2,5,10,14,5,13.57717356737703,33.12520312021951,5.08721933862271
2,6,15,16,2,5.3297113459557295,12.382205701607324,3.31934313233729
2,7,17,17,1,27.564382700016722,5.867731118711726,2.722520663491804
2,8,18,19,2,7.4600442150840545,12.416300976906685,3.337003596591056
2,9,20,20,1,30.294054273050275,5.91141861239317,3.036939029572183
2,10,21,21,1,14.034767498844303,5.651194087497853,2.744535794349954
2,11,22,24,3,19.187215388054028,19.474323653817482,4.036467067813362
2,12,25,28,4,13.088942850008607,26.24705598034797,4.642684187666665
2,13,29,32,4,15.021623127046041,26.277987891067724,4.651165635043135
2,14,33,33,1,43.329791427007876,6.120051288269846,2.910476431331911
2,15,34,36,3,12.873535090941004,19.373275281987077,4.144196623220269
2,16,37,40,4,16.06492838182021,26.29468564774147,4.840992666717075
2,17,41,42,2,7.325301931006834,12.414144471068253,3.4636724303184128
2,18,43,43,1,21.504925352870487,5.770751501390131,2.918602848563756
2,19,44,47,4,13.304226897889748,26.250501530565234,4.9403367352560075
2,20,48,51,4,15.618707788875327,26.287544034249436,4.945043525844649
2,21,52,52,1,35.201854881015606,5.989966343251499,2.8740229144154004
2,22,53,57,5,13.507244991720654,33.12408393641831,5.72325983122611
2,23,58,59,2,5.299958453048021,12.381729516364473,3.5324442012058808
2,24,60,60,1,27.378891744068824,5.864762397109466,2.8005141524946406
2,25,61,62,2,7.340152948978357,12.414382156715202,3.5335996751236234
2,26,63,63,1,30.409774183062837,5.913270671405483,3.1092708042949324
2,27,64,64,1,14.116306501091458,5.652499092349226,2.8303936577077176
2,28,65,67,3,18.986700802925043,19.471114483982767,4.387742925341835
2,29,68,71,4,12.769035617122427,26.241935970544066,5.169322518045604
2,30,72,75,4,14.963167821988463,26.277052333180254,5.129492450108423
2,31,76,76,1,45.44359056802932,6.153881946701253,2.9252664136409514
2,32,77,79,3,12.597375855082646,19.36885544445394,4.326843086216645
2,33,80,83,4,15.900898088002577,26.292060396962032,5.090271191864753
2,34,84,85,2,7.269443044089712,12.413250467997205,3.5767329641747585
2,35,86,86,1,21.60926213604398,5.772421377209868,2.9590999429379012
2,36,87,90,4,12.942226356011815,26.24470783122711,5.159265516196384
2,37,91,94,4,14.724186740699224,26.273227519755096,5.160428075726873
2,38,95,95,1,33.8081999089336,5.967661354846142,2.9071192826899077
2,39,96,100,5,13.500706695951521,33.123979293149894,5.962688242772721
2,40,101,102,2,5.2685172338970006,12.38122631001666,3.6154968464402373
2,41,103,103,1,26.513343127910048,5.8509095768387125,2.833382005263687
2,42,104,105,2,7.367862988146953,12.414825646757393,3.6168270835524545
2,43,106,106,1,30.484129125019535,5.9144606977401555,3.1349448301382044
2,44,107,107,1,14.01516004698351,5.650880276694481,2.8591416141341006
2,45,108,110,3,18.67101090226788,19.466061971190936,4.506299455821265
2,46,111,114,4,12.935231281095184,26.24459587735902,5.33325238347426
2,47,115,118,4,15.303953059134074,26.28250648855983,5.398960750809848
2,48,119,119,1,44.024808370973915,6.131174805343466,2.9699134025322222
2,49,120,122,3,12.633278213907033,19.369430049871596,4.524226550536383
2,50,123,126,4,16.11874431290198,26.29554695397784,5.364539362622784
2,51,127,128,2,7.431161904125474,12.415838725040938,3.7000751122523337
2,52,129,129,1,21.624864713056013,5.772671091311507,2.9832418561354865
2,53,130,133,4,13.025098271900788,26.246034168921923,5.394972576110328
2,54,134,137,4,14.858718550996855,26.27538065703007,5.395363915506366
2,55,138,138,1,34.12094343802892,5.972666711932409,2.919981441140137
2,56,139,143,5,13.506735663861036,33.12407578479382,6.240766584062083
2,57,144,145,2,5.269012743956409,12.381234240491814,3.7136330647205895
2,58,146,146,1,26.945987705141306,5.857833910674631,2.872573296749484
2,59,147,148,2,7.349000023095868,12.414523751219987,3.711150959947988
2,60,149,149,1,30.33025460899808,5.911997986836458,3.1514111810201237
2,61,150,150,1,13.605125774047337,5.644317813325245,2.872612117916435
2,62,151,152,2,5.35965899983421,12.38268500393531,3.718102230645159
2,63,153,153,1,13.620637079933658,5.6445660666626045,2.8735177980954143
2,64,154,154,1,2.7674202059861273,5.470863908392703,2.8734123633351727
2,65,155,155,1,3.739606763003394,5.486423433753359,2.873414569083295
2,66,156,156,1,2.782005532993935,5.471097341743364,2.87346971278635
2,67,157,157,1,3.8512401760090134,5.488210089728202,2.8734714773848484
2,68,158,158,1,3.8173874919302757,5.487668288679168,2.8734714773848484
2,69,159,159,1,2.5384101920062676,5.467198678612839,2.8734714773848484
2,70,160,160,1,3.8024516029981896,5.487429244700473,2.8736973459925625
2,71,161,161,1,5.003480701008812,5.506651319491053,2.873697787142187
2,72,162,162,1,42.639389411895536,6.109001631611204,2.9819801682095823
2,73,163,163,1,4.184357329970226,5.493541519964217,2.87790900145711
2,74,164,164,1,4.252019772073254,5.494624435044936,2.87790900145711
2,75,165,165,1,4.290053559001535,5.4952331532667635,2.87790900145711
2,76,166,166,1,4.124790961970575,5.492588179880626,2.87790900145711
2,77,167,167,1,3.0537604059791192,5.475446688900629,2.87790900145711
2,78,168,168,1,4.255579284043051,5.494681403860608,2.877970321254907
2,79,169,169,1,4.431870656087995,5.497502889155173,2.8781114891347284
2,80,170,170,1,3.014590869890526,5.474819793387894,2.8781114891347284
2,81,171,171,1,4.437968026963063,5.497600475566011,2.8781114891347284
2,82,172,172,1,21.236701518064365,5.766458667334903,2.995923143239694
2,83,173,173,1,2.7465446098940447,5.470529801358956,2.8831763279729463
2,84,174,174,1,3.896288309013471,5.488931070246678,2.8831763279729463
2,85,175,175,1,2.7322101399768144,5.470300382893335,2.8833444059798587
2,86,176,176,1,3.8243458659853786,5.487779655162069,2.883449399590476
2,87,177,177,1,3.7050299510592595,5.48587004327655,2.883449399590476
2,88,178,178,1,2.5460291580529884,5.4673206176528,2.883449399590476
2,89,179,179,1,3.786691376008093,5.487177007462906,2.8834502818897247
2,90,180,180,1,5.093868067022413,5.508097939487616,2.883450723039349
2,91,181,181,1,13.758922985987738,5.646779287002609,2.8834511641889735
4,1,1,7,7,29.513185537070967,47.12092007481092,4.273798761245617
4,2,8,9,2,40.07450906501617,12.938284735367276,3.1161305788892752
4,3,10,16,7,18.90688491333276,46.95116972972889,6.290093894787569
4,4,17,17,1,27.564382700016722,5.867731118711726,2.722520663491804
4,5,18,20,3,37.75409848813433,19.771480497201914,4.262697464685169
4,6,21,24,4,33.22198288689833,26.569278649217395,4.681014081271789
4,7,25,32,8,28.110565977054648,53.96880477931775,7.192352242632368
4,8,33,33,1,43.329791427007876,6.120051288269846,2.910476431331911
4,9,34,40,7,28.938463472761214,47.111721837630604,6.900483576469065
4,10,41,43,3,28.83022728387732,19.628656880360445,4.298806944342102
4,11,44,51,8,28.922934686765075,53.98180647271673,7.8114391494141175
4,12,52,52,1,35.201854881015606,5.989966343251499,2.8740229144154004
4,13,53,59,7,18.807203444768675,46.949574360684835,7.187152657807764
4,14,60,60,1,27.378891744068824,5.864762397109466,2.8005141524946406
4,15,61,63,3,37.74992713204119,19.771413736022744,4.574774446359059
4,16,64,67,4,33.1030073040165,26.567374484234055,5.166389468653552
4,17,68,75,8,27.73220343911089,53.96274921162638,8.247930945390246
4,18,76,76,1,45.44359056802932,6.153881946701253,2.9252664136409514
4,19,77,83,7,28.498273943085223,47.10467674931803,7.357490523019964
4,20,84,86,3,28.878705180133693,19.629432753109135,4.477020934100485
4,21,87,94,8,27.66641309671104,53.96169625888427,8.26731787316789
4,22,95,95,1,33.8081999089336,5.967661354846142,2.9071192826899077
4,23,96,102,7,18.769223929848522,46.948966511068605,7.527832009090249
4,24,103,103,1,26.513343127910048,5.8509095768387125,2.833382005263687
4,25,104,106,3,37.85199211316649,19.773047252399607,4.701732640002868
4,26,107,110,4,32.68617094925139,26.560703155787476,5.32984680716913
4,27,111,118,8,28.239184340229258,53.97086327382091,8.69710445349314
4,28,119,119,1,44.024808370973915,6.131174805343466,2.9699134025322222
4,29,120,126,7,28.752022526809014,47.1087379117515,7.85648942219868
4,30,127,129,3,29.056026617181487,19.632270724254507,4.651613558373253
4,31,130,137,8,27.883816822897643,53.96517573385405,8.76121987777497
4,32,138,138,1,34.12094343802892,5.972666711932409,2.919981441140137
4,33,139,145,7,18.775748407817446,46.949070933187684,7.92559213180062
4,34,146,146,1,26.945987705141306,5.857833910674631,2.872573296749484
4,35,147,149,3,37.679254632093944,19.770282645958506,4.83321054410877
4,36,150,153,4,32.585421853815205,26.559090699727278,5.408688830057088
4,37,154,161,8,28.302002665936016,53.97186866041558,8.795368569691082
4,38,162,162,1,42.639389411895536,6.109001631611204,2.9819801682095823
4,39,163,169,7,28.592431969125755,47.106183717485315,7.9953656163294315
4,40,170,172,3,28.689260414917953,19.62640075209293,4.7022751164864
4,41,173,176,4,13.199388924869709,26.24882363336722,5.46697186179382
4,42,177,177,1,3.7050299510592595,5.48587004327655,2.883449399590476
4,43,178,178,1,2.5460291580529884,5.4673206176528,2.883449399590476
4,44,179,179,1,3.786691376008093,5.487177007462906,2.8834502818897247
4,45,180,180,1,5.093868067022413,5.508097939487616,2.883450723039349
4,46,181,181,1,13.758922985987738,5.646779287002609,2.8834511641889735
8,1,1,9,9,69.58769460208714,61.50296571808026,5.175501598812239
8,2,10,19,10,53.931311828433536,68.12272364115142,8.1223124151598
8,3,20,23,4,49.64319162780885,26.832094681811725,4.972122101196655
8,4,24,32,9,41.98341150919441,61.06116826701866,7.838922224700102
8,5,33,36,4,56.20332651794888,26.937087478158986,4.969967341083899
8,6,37,46,10,54.22631559858564,68.12744507924378,9.205502836755374
8,7,47,52,6,54.79362963489257,40.65519208063049,6.462543228109012
8,8,53,62,10,53.526248137815855,68.11624073031363,9.384190258522391
8,9,63,66,4,49.76333024201449,26.83401746072801,5.445236617066304
8,10,67,75,9,41.48165468417574,61.05313781443998,9.026624342198364
8,11,76,78,3,53.720837551984005,20.027022892432267,4.435734253765769
8,12,79,88,10,55.444156715180725,68.14693622484967,9.818376712624492
8,13,89,95,7,55.13018842972815,47.53091176138102,7.5688905897337255
8,14,96,105,10,52.65043004590552,68.10222355046884,9.877645521754932
8,15,106,109,4,49.65585354715586,26.832297331656832,5.605588262225812
8,16,110,118,9,41.75363086734433,61.05749070359377,9.52074826792183
8,17,119,122,4,56.65808658488095,26.944365763117123,5.461863462108118
8,18,123,132,10,54.38631897803862,68.1300058805863,10.508623759800944
8,19,133,139,7,55.58053535793442,47.53811941550866,7.9702447147897
8,20,140,148,9,50.28341299109161,61.19400705461441,9.608714943762592
8,21,149,152,4,49.29503938287962,26.826522619901134,5.686582212981797
8,22,153,161,9,41.922639745869674,61.06019563498025,9.641369770167053
8,23,162,181,20,142.01101225893945,138.23574189265565,19.44071902898526
16,1,1,17,17,116.05896221543662,117.209388382325,9.960810417380982
16,2,18,32,15,99.08664735208731,103.19708574154119,11.938146294168526
16,3,33,45,13,107.6576075545745,89.59359479776383,11.45192197159663
16,4,46,61,16,107.91198802972212,110.20866557797184,13.762234595699574
16,5,62,75,14,94.42490923113655,96.25214299148536,13.154187074520284
16,6,76,87,12,105.5194082831731,82.6890404551024,11.47903550252827
16,7,88,104,17,108.23702025052626,117.08420077970477,15.389738220945045
16,8,105,118,14,94.59866862359922,96.25492395328139,13.901402877870712
16,9,119,131,13,108.32836429588497,89.6043300382914,13.155579654932996
16,10,132,147,16,105.42109220300335,110.16879961139698,15.551565559025747
16,11,148,161,14,94.37657654180657,96.25136944272566,14.141436888027368
16,12,162,181,20,142.01101225893945,138.23574189265565,19.44071902898526
32,1,1,32,32,215.14560956752393,221.85023503176825,19.81839864664008
32,2,33,61,29,215.56959558429662,201.24602128363773,23.186923783553517
32,3,62,91,30,213.83537471329328,208.08859881847565,25.760954686819574
32,4,92,119,28,232.96944004611578,194.65416689014793,25.171901882597545
32,5,120,150,31,216.8189259240171,215.00668274025296,28.580209282656384
32,6,151,181,31,189.29331100464333,214.5661443473753,28.74525772712831
